time,USD_AUD,USD_EUR,USD_GBP,USD_KRW,USD_SEK,USD_BRL,USD_CNY,USD_JPY,USD_MXN,USD_INR,USD_THB,USD_CAD
1987-06-10,1.391594768,,0.602954477,818.3,6.286,,3.7314,142.45,,12.72,25.69,1.3394
1987-06-11,1.396258028,,0.601938241,817.1,6.275,,3.7314,142.55,,12.72,25.71,1.3423
1987-06-12,1.392369813,,0.605326877,817.2,6.309,,3.7314,143.85,,12.75,25.71,1.3398
1987-06-15,1.39528394,,0.612745098,817.3,6.356,,3.7314,144.8,,12.86,25.71,1.3412
1987-06-16,1.390433815,,0.611995104,817.4,6.355,,3.7314,144.45,,12.85,25.8,1.341
1987-06-17,1.382934587,,0.611920206,816.2,6.36,,3.7314,144.65,,12.85,25.81,1.3407
1987-06-18,1.385041551,,0.613572217,816.3,6.362,,3.7314,144.6,,12.84,25.81,1.3415
1987-06-19,1.386770212,,0.618811881,815.1,6.381,,3.7314,145.05,,12.85,25.8,1.3393
1987-06-22,1.386385692,,0.626959248,815.2,6.413,,3.7314,145.9,,12.91,25.81,1.3353
1987-06-23,1.395673412,,0.625390869,815.3,6.402,,3.7314,146.03,,12.93,25.87,1.334
1987-06-24,1.394116827,,0.616522811,815.4,6.362,,3.7314,145.08,,12.82,25.84,1.3337
1987-06-25,1.388503194,,0.620308914,813.9,6.385,,3.7314,146.33,,12.87,25.8,1.3303
1987-06-26,1.390627173,,0.620925179,814,6.381,,3.7314,146.3,,12.88,25.84,1.3327
1987-06-29,1.387347392,,0.624687656,812.5,6.398,,3.7314,146.7,,12.94,25.84,1.3337
1987-06-30,1.387154945,,0.620039683,812.6,6.386,,3.7314,146.8,,12.89,25.86,1.3315
1987-07-01,1.387154945,,0.619003405,812.7,6.392,,3.7314,146.85,,12.87,25.82,1.3305
1987-07-02,1.388888889,,0.619003405,811.8,6.4,,3.7314,147.3,,12.9,25.82,1.3303
1987-07-03,1.391788448,,0.621118012,811.9,6.42,,3.7314,148.82,,12.89,25.87,1.3279
1987-07-06,1.404297149,,0.61785604,812,6.4205,,3.7314,149.13,,12.9,25.91,1.3282
1987-07-07,1.428571429,,0.617283951,812.1,6.4135,,3.7314,149.7,,12.9,25.91,1.3232
1987-07-08,1.416631251,,0.618123377,812.2,6.424,,3.7314,150.57,,12.94,25.96,1.3245
1987-07-09,1.409046076,,0.618238022,812.3,6.417,,3.7314,149.98,,12.94,25.93,1.3235
1987-07-10,1.413028119,,0.619770685,811.4,6.433,,3.7314,150.65,,13,25.95,1.3211
1987-07-13,1.413427562,,0.618238022,811.6,6.433,,3.7314,150.98,,12.99,25.95,1.3199
1987-07-14,1.414427157,,0.620809536,811.7,6.445,,3.7314,151.08,,13.03,25.96,1.3179
1987-07-15,1.408450704,,0.612932884,811.7,6.39,,3.7314,148.65,,12.96,25.98,1.3236
1987-07-16,1.405283867,,0.613308801,811.5,6.414,,3.7314,150.55,,12.99,25.92,1.3217
1987-07-17,1.408847563,,0.622083981,811.5,6.472,,3.7314,152.76,,13.04,25.98,1.3188
1987-07-20,1.415027593,,0.624297665,811.7,6.485,,3.7314,152.85,,13.1,26.04,1.3189
1987-07-21,1.411432604,,0.62676277,811.9,6.49,,3.7314,152.66,,13.11,26.03,1.3213
1987-07-22,1.407855836,,0.626959248,811.8,6.495,,3.7314,152.34,,13.1,28.01,1.3212
1987-07-23,1.408649106,,0.623558022,811.9,6.465,,3.7314,150.78,,13.05,26.01,1.3292
1987-07-24,1.413227812,,0.623830318,811.7,6.465,,3.7314,149.95,,13.08,25.99,1.3388
1987-07-27,1.421464108,,0.625978091,811.5,6.47,,3.7314,150.45,,13.09,25.96,1.3348
1987-07-28,1.429592566,,0.625586487,811.6,6.48,,3.7314,150.38,,13.11,25.99,1.3334
1987-07-29,1.432664756,,0.625,811.7,6.4825,,3.7314,150.78,,13.08,25.99,1.3325
1987-07-30,1.431639227,,0.627352572,811.8,6.476,,3.7314,149.65,,13.11,25.99,1.3326
1987-07-31,1.432254368,,0.628535512,811.7,6.489,,3.7314,149.9,,13.11,25.98,1.328
1987-08-03,1.427959446,,0.631512472,811.7,6.514,,3.7314,150.5,,13.12,25.99,1.3241
1987-08-04,1.43081986,,0.636942675,812,6.586,,3.7314,152.1,,13.15,26.02,1.3258
1987-08-05,1.424907381,,0.633593107,812.2,6.555,,3.7314,150.75,,13.09,26.04,1.3251
1987-08-06,1.43000143,,0.634517766,812,6.573,,3.7314,151.45,,13.09,26.02,1.3231
1987-08-07,1.429796969,,0.638284292,812.2,6.592,,3.7314,151.57,,13.12,26.03,1.3262
1987-08-10,1.433691756,,0.638284292,812.3,6.598,,3.7314,151.12,,13.11,26.05,1.3287
1987-08-11,1.425110446,,0.637064407,812.4,6.599,,3.7314,151.77,,13.11,26.04,1.3298
1987-08-12,1.423487544,,0.633312223,812.5,6.586,,3.7314,151.25,,13.1,26.04,1.3315
1987-08-13,1.418842225,,0.633031588,812.4,6.57,,3.7314,151.45,,13.09,26.04,1.3294
1987-08-14,1.411631846,,0.629326621,812.3,6.536,,3.7314,150,,13.1,26.05,1.3312
1987-08-17,1.406865504,,0.628614534,812.2,6.543,,3.7314,149.92,,13.09,26.01,1.3311
1987-08-18,1.396453009,,0.61842919,812.2,6.452,,3.7314,146.07,,13.04,25.96,1.3317
1987-08-19,1.409840688,,0.619195046,811.8,6.443,,3.7314,145.1,,13.08,25.88,1.3308
1987-08-20,1.410835214,,0.616522811,811.6,6.417,,3.7314,144.15,,13.07,25.82,1.3271
1987-08-21,1.40390285,,0.613873542,811.5,6.3855,,3.7314,142.75,,13.06,25.84,1.325
1987-08-24,1.397819402,,0.613496933,811.3,6.377,,3.7314,142,,13.06,25.75,1.3213
1987-08-25,1.401541696,,0.617970585,811.2,6.407,,3.7314,143.22,,13.07,25.77,1.3195
1987-08-26,1.404494382,,0.618620476,811.4,6.412,,3.7314,143.05,,13.09,25.82,1.3223
1987-08-27,1.404889014,,0.613873542,811.5,6.384,,3.7314,142.05,,13.05,25.79,1.317
1987-08-28,1.405481377,,0.612557427,811.3,6.38,,3.7314,142,,13.05,25.74,1.3183
1987-08-31,1.399580126,,0.61244488,811.4,6.376,,3.7314,141.75,,13.05,25.74,1.3196
1987-09-01,1.393145723,,0.60971892,811.3,6.3785,,3.7314,141.83,,12.98,25.8,1.3173
1987-09-02,1.387347392,,0.606170819,811.1,6.356,,3.7314,141.03,,12.95,25.8,1.3155
1987-09-03,1.384849744,,0.603500302,810.8,6.334,,3.7314,141.03,,12.94,25.8,1.3142
1987-09-04,1.382361073,,0.604668037,810.5,6.345,,3.7314,141.75,,12.93,25.8,1.3142
1987-09-08,1.374003847,,0.602591142,810.3,6.3305,,3.7314,141.75,,12.9,25.69,1.313
1987-09-09,1.372306848,,0.605693519,810,6.351,,3.7314,141.6,,12.92,25.69,1.3204
1987-09-10,1.375515818,,0.60801362,810.1,6.375,,3.7314,142.57,,12.96,25.71,1.3215
1987-09-11,1.368925394,,0.606060606,810.2,6.356,,3.7314,142.8,,12.95,25.72,1.3183
1987-09-14,1.374381528,,0.610873549,810.3,6.411,,3.7314,144.5,,13,25.75,1.3184
1987-09-15,1.370989855,,0.608902149,810.4,6.394,,3.7314,144.05,,13,25.78,1.3153
1987-09-16,1.364442625,,0.607828835,810.1,6.385,,3.7314,144.36,,12.99,25.76,1.3178
1987-09-17,1.363512408,,0.607459604,809.8,6.383,,3.7314,143.4,,12.98,25.77,1.3155
1987-09-18,1.361099769,,0.604120099,809.9,6.362,,3.7314,142.67,,12.95,25.75,1.3136
1987-09-21,1.358142062,,0.606869766,809.6,6.385,,3.7314,143.55,,12.96,25.74,1.315
1987-09-22,1.365187713,,0.609384522,809.7,6.403,,3.7314,144.15,,13,25.75,1.3178
1987-09-23,1.365747064,,0.608939228,809.8,6.405,,3.7314,143.9,,13.04,25.78,1.3174
1987-09-24,1.372683596,,0.610873549,809.9,6.402,,3.7314,143.73,,13.03,25.78,1.316
1987-09-25,1.38026225,,0.609124688,809.6,6.399,,3.7314,143.67,,13.07,25.76,1.3123
1987-09-28,1.373815084,,0.609013398,809.3,6.4075,,3.7314,144.07,,13.07,25.79,1.3114
1987-09-29,1.394700139,,0.614250614,809.4,6.451,,3.7314,146.2,,13.13,25.8,1.31
1987-09-30,1.410835214,,0.615460364,809.5,6.458,,3.7314,146.5,,13.11,25.85,1.3095
1987-10-01,1.408450704,,0.618620476,809.5,6.478,,3.7314,146.9,,13.11,25.9,1.307
1987-10-02,1.400952648,,0.616827042,809.6,6.46,,3.7314,146.4,,13.08,25.86,1.3085
1987-10-05,1.40016802,,0.615839389,809.7,6.46,,3.7314,146.85,,13.1,25.87,1.309
1987-10-06,1.393339836,,0.612745098,809.8,6.437,,3.7314,146.71,,13.06,25.88,1.3049
1987-10-07,1.381788034,,0.609644577,809.8,6.4125,,3.7314,145.65,,13.06,25.87,1.3052
1987-10-08,1.382170007,,0.608828006,809.8,6.402,,3.7314,144.89,,13.08,25.83,1.304
1987-10-09,1.380452789,,0.605803598,809.8,6.378,,3.7314,143.85,,13.06,25.8,1.307
1987-10-13,1.384849744,,0.607164542,809.2,6.3975,,3.7314,143.75,,13.08,25.78,1.306
1987-10-14,1.382743363,,0.604960678,809.3,6.369,,3.7314,142.75,,13.05,25.82,1.306
1987-10-15,1.374381528,,0.600961538,809,6.345,,3.7314,142.15,,13.05,25.77,1.3009
1987-10-16,1.386962552,,0.600781015,808.5,6.356,,3.7314,142.75,,13.07,25.76,1.2985
1987-10-19,1.384466288,,0.595238095,808.6,6.308,,3.7314,141.83,,12.99,25.69,1.2966
1987-10-20,1.397624039,,0.604412209,808,6.379,,3.7314,143.9,,13.03,25.78,1.3192
1987-10-21,1.401541696,,0.605510142,808.1,6.375,,3.7314,144.2,,13.06,25.81,1.3145
1987-10-22,1.397819402,,0.606244316,808.2,6.398,,3.7314,144.68,,13.04,25.82,1.3167
1987-10-23,1.396258028,,0.597014925,808.3,6.32,,3.7314,142.85,,13.02,25.82,1.314
1987-10-26,1.415428167,,0.592417062,807.5,6.29,,3.7314,142.2,,12.99,25.73,1.3155
1987-10-27,1.432254368,,0.589448865,807.5,6.27,,3.7314,141.58,,12.99,25.74,1.3183
1987-10-28,1.455604076,,0.584795322,806.7,6.242,,3.7314,139.18,,12.99,25.7,1.3185
1987-10-29,1.493651979,,0.581733566,805.9,6.2,,3.7314,138.25,,13,25.61,1.318
1987-10-30,1.492537313,,0.58088876,805.1,6.2,,3.7314,138.4,,12.99,25.61,1.3162
1987-11-02,1.478852411,,0.575043128,805.1,6.16,,3.7314,137,,13,25.59,1.3145
1987-11-03,1.492091913,,0.574712644,804.3,6.16,,3.7314,137.38,,13.01,25.58,1.322
1987-11-04,1.485442662,,0.572016932,804.2,6.15,,3.7314,137.28,,12.99,25.58,1.3236
1987-11-05,1.4803849,,0.560852496,804.1,6,,3.7314,134.7,,12.93,25.54,1.3315
1987-11-06,1.462415911,,0.561009818,803.2,6.06,,3.7314,135.4,,12.9,25.47,1.3205
1987-11-09,1.464128843,,0.557724484,803.1,6.014,,3.7314,134.3,,12.88,25.49,1.3204
1987-11-10,1.471670346,,0.559753708,802.6,6.025,,3.7314,134.55,,12.86,25.46,1.32
1987-11-12,1.465201465,,0.568990043,802.2,6.11,,3.7314,136.45,,13.04,25.47,1.3175
1987-11-13,1.458151064,,0.56561086,802.3,6.098,,3.7314,135.85,,13.01,25.47,1.319
1987-11-16,1.457088737,,0.571428571,802.4,6.135,,3.7314,136.6,,13.14,25.53,1.3177
1987-11-17,1.435338022,,0.566893424,802.5,6.101,,3.7314,135.72,,13.04,25.54,1.3172
1987-11-18,1.439884809,,0.564971751,802,6.097,,3.7314,135.55,,13,25.51,1.315
1987-11-19,1.440507058,,0.561734637,801.5,6.0825,,3.7314,135.15,,12.96,25.48,1.3107
1987-11-20,1.450326323,,0.562113547,801.2,6.08,,3.7314,135.45,,12.92,25.49,1.3137
1987-11-23,1.464772228,,0.558503211,801.1,6.044,,3.7314,134.73,,12.95,25.49,1.3115
1987-11-24,1.452432825,,0.564174894,800.8,6.085,,3.7314,135.52,,13.02,25.48,1.315
1987-11-25,1.444877908,,0.557880056,800.9,6.036,,3.7314,134.8,,13,25.46,1.31
1987-11-27,1.440507058,,0.55233361,800.3,6.015,,3.7314,133.7,,12.93,25.41,1.3091
1987-11-30,1.418439716,,0.547765118,800,5.961,,3.7314,132.42,,12.89,25.37,1.3081
1987-12-01,1.418439716,,0.550055006,799.7,5.987,,3.7314,133,,12.94,25.36,1.3138
1987-12-02,1.423284942,,0.55187638,799.8,6.003,,3.7314,132.7,,12.97,25.39,1.3134
1987-12-03,1.425719989,,0.553556601,799.5,6.028,,3.7314,132.9,,12.98,25.39,1.3117
1987-12-04,1.436162574,,0.556173526,799.2,6.045,,3.7314,132.85,,12.95,25.39,1.3108
1987-12-07,1.434308663,,0.557413601,799.3,6.05,,3.7314,132.8,,13,25.39,1.3112
1987-12-08,1.432049262,,0.556730876,799.4,6.04,,3.7314,132.72,,13.05,25.39,1.3097
1987-12-09,1.423690205,,0.554938957,799.1,6.022,,3.7314,132.4,,12.99,25.39,1.3075
1987-12-10,1.414827391,,0.546448087,798.8,5.957,,3.7314,129.4,,12.94,,1.3055
1987-12-11,1.401148942,,0.544069641,798.7,5.94,,3.7314,128.5,,12.94,25.25,1.3056
1987-12-14,1.39275766,,0.544365814,798.5,5.938,,3.7314,128.02,,12.89,25.23,1.3077
1987-12-15,1.403114915,,0.546000546,798.7,5.94,,3.7314,127.6,,12.91,25.23,1.3074
1987-12-16,1.397624039,,0.546000546,798.7,5.947,,3.7314,127.28,,12.95,25.22,1.3086
1987-12-17,1.395089286,,0.544810678,798.6,5.92,,3.7314,126.25,,12.9,25.18,1.306
1987-12-18,1.403508772,,0.547705116,798.3,5.94,,3.7314,127.1,,12.9,25.18,1.3065
1987-12-21,1.403508772,,0.547345375,798.4,5.948,,3.7314,127.08,,12.94,25.22,1.3074
1987-12-22,1.401541696,,0.546298825,798.1,5.936,,3.7314,126.55,,12.96,25.19,1.3058
1987-12-23,1.402721279,,0.548486178,797.8,5.944,,3.7314,126.75,,13,,1.3068
1987-12-24,1.399580126,,0.546000546,797.9,5.936,,3.7314,126.12,,13,,1.307
1987-12-28,1.39275766,,0.537634409,797.1,5.84,,3.7314,123.15,,12.92,25.08,1.3037
1987-12-29,1.386001386,,0.537345513,796.3,5.845,,3.7314,123.5,,12.82,25.08,1.3053
1987-12-30,1.390627173,,0.538213132,795.8,5.839,,3.7314,123.4,,12.86,25.09,1.3033
1987-12-31,1.385041551,,0.530222694,795.9,5.795,,3.7314,121.25,,12.75,25.09,1.3002
1988-01-04,1.386577926,,0.532679913,795.1,5.807,,3.7314,122.7,,12.88,24.99,1.299
1988-01-05,1.40944327,,0.546298825,795.2,5.905,,3.7314,126.9,,12.99,25.09,1.2965
1988-01-06,1.418439716,,0.553709856,795.3,5.977,,3.7314,129.65,,13.1,25.25,1.2894
1988-01-07,1.414627246,,0.550660793,795.4,5.94,,3.7314,128.58,,13.05,25.25,1.2878
1988-01-08,1.416831964,,0.553709856,795.5,5.9685,,3.7314,129.15,,13.09,25.32,1.2854
1988-01-11,1.40944327,,0.548877545,794.7,5.941,,3.7314,128.2,,13.02,25.17,1.2897
1988-01-12,1.408450704,,0.549148819,793.9,5.935,,3.7314,127.38,,13.03,25.27,1.286
1988-01-13,1.407459536,,0.547945205,793.1,5.929,,3.7314,126.65,,12.99,25.23,1.2888
1988-01-14,1.408847563,,0.551724138,791.9,5.929,,3.7314,126.73,,13.06,25.22,1.2911
1988-01-15,1.424501425,,0.563221628,791.1,6.05,,3.7314,130.5,,13.13,25.2,1.2862
1988-01-19,1.405481377,,0.562271577,791.3,6.0305,,3.7314,128.6,,13.08,25.35,1.287
1988-01-20,1.399580126,,0.557942309,790.1,5.988,,3.7314,127.75,,13.04,25.32,1.2825
1988-01-21,1.397624039,,0.556792873,788.9,5.991,,3.7314,127.2,,12.99,25.26,1.2827
1988-01-22,1.400560224,,0.561072771,788.1,6.02,,3.7314,127.85,,13.03,25.26,1.2798
1988-01-25,1.398210291,,0.564334086,788.2,6.029,,3.7314,127.78,,13.05,25.26,1.2802
1988-01-26,1.400756408,,0.563697858,788.3,6.032,,3.7314,127.88,,13.04,25.27,1.2805
1988-01-27,1.401345291,,0.561860883,787.5,6.015,,3.7314,127.6,,13.05,25.27,1.2789
1988-01-28,1.400952648,,0.561167228,786.3,6.005,,3.7314,127.17,,13.05,25.24,1.2768
1988-01-29,1.412429379,,0.565259171,785.1,6.032,,3.7314,127.75,,13.08,25.25,1.276
1988-02-01,1.410039481,,0.568828214,785.2,6.068,,3.7314,129.38,,13.1,25.25,1.2741
1988-02-02,1.401541696,,0.564971751,785.3,6.06,,3.7314,128.28,,13.1,25.31,1.275
1988-02-03,1.405876564,,0.565930956,784.1,6.045,,3.7314,127.9,,13.03,25.31,1.275
1988-02-04,1.407261469,,0.567279328,783.3,6.057,,3.7314,128.5,,13.07,25.31,1.2712
1988-02-05,1.407459536,,0.56980057,783.4,6.07,,3.7314,129.05,,13.06,25.29,1.2676
1988-02-08,1.406074241,,0.570125428,783.5,6.07,,3.7314,128.6,,13.11,25.33,1.2659
1988-02-09,1.408847563,,0.572672088,783.6,6.0735,,3.7314,129.18,,13.11,25.33,1.2664
1988-02-10,1.405283867,,0.567923671,781.9,6.05,,3.7314,129.02,,13.06,25.33,1.2695
1988-02-11,1.401541696,,0.568666477,780.1,6.0475,,3.7314,129.14,,13.04,25.32,1.2665
1988-02-12,1.415227852,,0.574877838,778.4,6.1,,3.7314,131.15,,13.11,25.33,1.2625
1988-02-16,1.400560224,,0.572246066,776.8,6.098,,3.7314,130.25,,13.09,25.38,1.2682
1988-02-17,1.399580126,,0.57208238,775.1,6.07,,3.7314,130.3,,13.08,25.38,1.2656
1988-02-18,1.398014819,,0.573558933,775.1,6.0825,,3.7314,130.23,,13.07,,1.2684
1988-02-19,1.391788448,,0.571755289,773.4,6.075,,3.7314,130.05,,13.07,,1.2708
1988-02-22,1.389274799,,0.566893424,771.7,6.0395,,3.7314,129.28,,13.03,25.37,1.2738
1988-02-23,1.390627173,,0.56615524,769.8,6.025,,3.7314,128.78,,13.03,25.33,1.2706
1988-02-24,1.39528394,,0.566893424,767.9,6.023,,3.7314,128.8,,13.03,25.32,1.2647
1988-02-25,1.394894685,,0.567054154,767.9,6.0125,,3.7314,128.8,,13.03,25.31,1.2645
1988-02-26,1.390820584,,0.563952177,766.2,5.99,,3.7314,128.19,,13.02,25.32,1.2634
1988-02-29,1.391594768,,0.56385678,764.3,5.992,,3.7314,128.45,,13.06,25.32,1.2606
1988-03-01,1.388310426,,0.562587904,764.3,5.9925,,3.7314,128.27,,13.06,25.32,1.257
1988-03-02,1.383508578,,0.5648122,764.4,6.0075,,3.7314,129.2,,13.06,25.32,1.2558
1988-03-03,1.38026225,,0.56561086,764.5,6.0235,,3.7314,129.25,,13.07,25.21,1.2535
1988-03-04,1.377031121,,0.563697858,764.6,6.006,,3.7314,128.75,,13.07,25.32,1.2559
1988-03-07,1.372118551,,0.550055006,763.7,5.9575,,3.7314,128.17,,12.97,25.3,1.256
1988-03-08,1.367989056,,0.543035569,762.2,5.931,,3.7314,128.09,,12.85,25.26,1.2536
1988-03-09,1.372683596,,0.541271989,760.7,5.92,,3.7314,128.02,,12.87,25.26,1.2535
1988-03-10,1.372306848,,0.542829226,760.7,5.9345,,3.7314,128.1,,12.93,25.26,1.2568
1988-03-11,1.367240908,,0.539811066,759.8,5.92,,3.7314,127.38,,12.9,25.24,1.2563
1988-03-14,1.37136588,,0.539723661,758.2,5.9225,,3.7314,126.92,,12.89,25.22,1.2575
1988-03-15,1.367240908,,0.539316147,757.3,5.93,,3.7314,127.15,,12.92,25.22,1.2562
1988-03-16,1.361470388,,0.541271989,757.4,5.945,,3.7314,127.43,,12.93,25.22,1.2515
1988-03-17,1.36239782,,0.545702592,756.5,5.9845,,3.7314,128.65,,12.94,25.23,1.2495
1988-03-18,1.354829969,,0.549299643,756.6,5.995,,3.7314,128.35,,13,25.26,1.249
1988-03-21,1.353912808,,0.547555166,755.7,5.985,,3.7314,127.08,,13,25.26,1.2492
1988-03-22,1.352813853,,0.54662731,754.2,5.9875,,3.7314,127.12,,13.02,25.22,1.2472
1988-03-23,1.349527665,,0.544959128,754.2,5.9725,,3.7314,126.8,,13.02,25.23,1.2437
1988-03-24,1.347164219,,0.542593597,753.3,5.9455,,3.7314,125.75,,13.02,25.22,1.2428
1988-03-25,1.354096141,,0.544662309,751.8,5.93,,3.7314,125.35,,13.03,25.17,1.2437
1988-03-28,1.364815068,,0.537981493,750.9,5.891,,3.7314,124.2,,13,25.14,1.2373
1988-03-29,1.359804188,,0.535331906,749.4,5.894,,3.7314,124.65,,12.96,25.12,1.236
1988-03-30,1.353546291,,0.532765051,749.5,5.898,,3.7314,124.84,,13.05,25.17,1.2364
1988-03-31,1.349163519,,0.530082163,749.6,5.871,,3.7314,124.1,,12.96,25.16,1.2342
1988-04-01,1.348617667,,0.529100529,748.1,5.87,,3.7314,124,,13,,1.2348
1988-04-04,1.348617667,,0.529661017,746.6,5.878,,3.7314,124.4,,12.96,25.16,1.2366
1988-04-05,1.347890551,,0.532197978,746.6,5.901,,3.7314,125.18,,13.09,25.16,1.2395
1988-04-06,1.350803728,,0.533333333,746.7,5.9175,,3.7314,125.5,,13.09,25.14,1.2406
1988-04-07,1.355564593,,0.534473544,746.8,5.93,,3.7314,125.82,,13.16,25.18,1.245
1988-04-08,1.349709812,,0.533276451,746.9,5.91,,3.7314,125.55,,13.12,25.18,1.248
1988-04-11,1.341921632,,0.539257981,746.2,5.94,,3.7314,126.68,,13.17,25.18,1.2396
1988-04-12,1.34589502,,0.540394488,746.3,5.94,,3.7314,126.56,,13.22,25.22,1.237
1988-04-13,1.344266703,,0.54377379,746.4,5.95,,3.7314,126.33,,13.26,25.22,1.2384
1988-04-14,1.337077149,,0.533162721,746.5,5.88,,3.7314,123.65,,13.2,25.23,1.2365
1988-04-15,1.337792642,,0.529520784,745.8,5.865,,3.7314,123.88,,13.12,25.14,1.2335
1988-04-18,1.334044824,,0.524934383,744.1,5.845,,3.7314,124.06,,13.1,25.13,1.2324
1988-04-19,1.337077149,,0.528401585,744.2,5.8575,,3.7314,124.18,,13.17,25.15,1.234
1988-04-20,1.331203408,,0.528262018,744.3,5.8575,,3.7314,123.98,,13.16,25.15,1.2285
1988-04-21,1.331380642,,0.52687039,743.6,5.8525,,3.7314,124.15,,13.16,25.16,1.2337
1988-04-22,1.32222663,,0.529380625,743.7,5.88,,3.7314,124.7,,13.2,25.16,1.233
1988-04-25,1.325029813,,0.533390228,743.8,5.89,,3.7314,124.82,,13.23,25.18,1.2318
1988-04-26,1.324503311,,0.533333333,743.8,5.885,,3.7314,124.79,,13.2,25.18,1.229
1988-04-27,1.325029813,,0.532765051,743.9,5.8855,,3.7314,125.1,,13.27,25.18,1.2285
1988-04-28,1.319435282,,0.53361793,744,5.863,,3.7314,124.6,,13.22,25.17,1.2315
1988-04-29,1.319957761,,0.532339633,743.3,5.875,,3.7314,124.92,,13.21,25.15,1.2292
1988-05-02,1.314751512,,0.534330751,743.4,5.89,,3.7314,124.95,,13.3,25.15,1.2314
1988-05-03,1.305483029,,0.534416417,743.5,5.88,,3.7314,124.88,,13.28,25.17,1.2347
1988-05-04,1.299714063,,0.53633682,743.6,5.89,,3.7314,125,,13.28,25.17,1.2355
1988-05-05,1.302761855,,0.535762122,743.6,5.885,,3.7314,124.65,,13.27,25.17,1.2332
1988-05-06,1.302083333,,0.537056928,742.7,5.8955,,3.7314,124.88,,13.28,25.17,1.2379
1988-05-09,1.297185108,,0.531999787,741.8,5.8875,,3.7314,124.82,,13.25,25.16,1.2396
1988-05-10,1.290322581,,0.531547334,740.9,5.8775,,3.7314,124.44,,13.26,25.16,1.2384
1988-05-11,1.293661061,,0.530222694,740,5.8625,,3.7314,124.25,,13.24,25.16,1.2322
1988-05-12,1.297016861,,0.530644733,739.1,5.877,,3.7314,124.39,,13.28,25.15,1.2313
1988-05-13,1.293159188,,0.52882073,739.2,5.88,,3.7314,124.68,,13.25,25.15,1.2338
1988-05-16,1.294163323,,0.529380625,738.3,5.891,,3.7314,124.95,,13.26,25.16,1.2335
1988-05-17,1.305312622,,0.536538255,738.4,5.935,,3.7314,125.73,,13.33,25.17,1.236
1988-05-18,1.298026999,,0.536480687,738.5,5.937,,3.7314,125.4,,13.31,25.21,1.2409
1988-05-19,1.290322581,,0.535676023,738.6,5.9225,,3.7314,124.87,,13.33,25.18,1.2434
1988-05-20,1.276976121,,0.53711462,737.7,5.9285,,3.7314,124.84,,13.37,25.18,1.2423
1988-05-23,1.272264631,,0.535045479,737.8,5.9225,,3.7314,124.55,,13.36,25.18,1.2431
1988-05-24,1.275835672,,0.53561864,736.9,5.92,,3.7314,124.35,,13.34,25.17,1.2415
1988-05-25,1.267427123,,0.536768653,735.9,5.925,,3.7314,124.35,,13.39,25.16,1.2433
1988-05-26,1.254233036,,0.536912752,736,5.9375,,3.7314,124.44,,13.39,25.17,1.2375
1988-05-27,1.242236025,,0.538938292,736.1,5.955,,3.7314,125,,13.39,25.17,1.24
1988-05-31,1.246727341,,0.544010445,736.2,5.9925,,3.7314,125.11,,13.47,25.21,1.2339
1988-06-01,1.233197682,,0.548395942,736.3,6.01,,3.7314,125.2,,13.51,25.22,1.2325
1988-06-02,1.246261216,,0.555709919,736.4,6.038,,3.7314,126.55,,13.59,25.23,1.233
1988-06-03,1.239925604,,0.557413601,736.5,6.0385,,3.7314,125.97,,13.58,25.23,1.231
1988-06-06,1.257861635,,0.555031359,735.6,6.016,,3.7314,126.18,,13.6,25.25,1.2325
1988-06-07,1.253604112,,0.552120141,734.7,5.9925,,3.7314,125.72,,13.6,25.22,1.2307
1988-06-08,1.241464929,,0.550327445,733.2,5.9925,,3.7314,125.25,,13.58,25.2,1.2228
1988-06-09,1.240233164,,0.55111601,732.6,6.004,,3.7314,125.2,,13.59,25.21,1.2214
1988-06-10,1.237623762,,0.550357733,731.9,6.0075,,3.7314,124.92,,13.62,25.18,1.2195
1988-06-13,1.246416552,,0.550509221,731.9,6.0295,,3.7314,125.2,,13.61,25.18,1.2207
1988-06-14,1.251094708,,0.56022409,732,6.08,,3.7314,126.4,,13.68,25.2,1.218
1988-06-15,1.240848741,,0.559910414,732.1,6.085,,3.7314,126.27,,13.77,25.26,1.2158
1988-06-16,1.239157373,,0.559910414,732.2,6.088,,3.7314,125.78,,13.76,25.26,1.2138
1988-06-17,1.228501229,,0.561009818,731.5,6.095,,3.7314,125.87,,13.85,25.24,1.213
1988-06-20,1.218769043,,0.560381059,731.6,6.105,,3.7314,126.25,,13.82,25.24,1.2096
1988-06-21,1.213592233,,0.560067208,731.7,6.105,,3.7314,126.47,,13.82,25.25,1.2082
1988-06-22,1.22488976,,0.565706851,731.9,6.156,,3.7314,128.63,,13.9,25.26,1.2105
1988-06-23,1.219066195,,0.569281567,731.9,6.184,,3.7314,128.67,,13.97,25.34,1.2041
1988-06-24,1.214181642,,0.579710145,732,6.2685,,3.7314,130.6,,13.98,25.34,1.2028
1988-06-27,1.225490196,,0.587233543,732.1,6.2675,,3.7314,130.88,,14.17,25.44,1.2076
1988-06-28,1.241773252,,0.582072177,732.2,6.231,,3.7314,130.95,,14.08,25.44,1.21
1988-06-29,1.271779219,,0.586063412,731.5,6.2835,,3.7314,133.75,,14.14,25.49,1.2176
1988-06-30,1.258653241,,0.58530875,731.6,6.285,,3.7314,133.53,,14.07,25.49,1.213
1988-07-01,1.265983036,,0.587889477,731.4,6.3,,3.7314,134.1,,14.14,25.49,1.221
